Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro,num_Postal_Code,num_County
"130 CURRAGHWOODS, FRANKFIELD, DOUGLAS",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,,29,3,2011,2011-03-29,99.84716368,24949.12928,-1,3
"6 MERCHANTS QUAY, MERCHANTS RD, GALWAY",,Galway,250000.0,No,No,Second-Hand Dwelling house /Apartment,,2,3,2020,2020-03-02,89.61251364,29161.30477,-1,6
"BALLYMACMORIARTY, BALLYLIFFIN, CLONMANY",,Donegal,200000.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2017,2017-12-05,69.81796228,20670.8907,-1,4
"15 WICKLOW TERRACE, SEA RD, ARKLOW",,Wicklow,180000.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2019,2019-12-05,101.8452264,32398.90117,-1,25
"2 MAPLE HALL, MOUNT SAINT ANNES, MILLTOWN",,Dublin,396475.77,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,6,4,2017,2017-04-06,120.8404921,35777.04822,-1,5
"16 LAVARNA RD, TERENURE, DUBLIN 6W",,Dublin,700000.0,No,No,Second-Hand Dwelling house /Apartment,,28,9,2018,2018-09-28,122.3417314,37406.12892,-1,5
"41 WINDSOR PARK, MONKSTOWN, DUBLIN",,Dublin,710000.0,No,No,Second-Hand Dwelling house /Apartment,,14,4,2021,2021-04-14,123.9176757,41522.06589,-1,5
"22 TRALEE MARINA, TRALEE, KERRY",,Kerry,39692.0,No,No,Second-Hand Dwelling house /Apartment,,20,6,2017,2017-06-20,85.65692567,25360.30687,-1,7
"204 TEMPLEOGUE RD, DUBLIN 6W, DUBLIN",,Dublin,793750.0,No,No,Second-Hand Dwelling house /Apartment,,28,2,2018,2018-02-28,122.3417314,37406.12892,-1,5
"EANTYMORE, CARRON, COUNTY CLARE",,Clare,72500.0,No,No,Second-Hand Dwelling house /Apartment,,13,2,2019,2019-02-13,89.8789254,28592.1935,-1,2
"2 Wilkins Court, Limekiln Lane, Dublin 12",Dublin 12,Dublin,440757.7,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,2,2018,2018-02-13,122.3417314,37406.12892,3,5
"42 LONGWOOD AVENUE, SOUTH CIRCULAR ROAD, PORTOBELLO",Dublin 8,Dublin,1025000.0,No,No,Second-Hand Dwelling house /Apartment,,26,1,2018,2018-01-26,122.3417314,37406.12892,20,5
"No. 3 Radharc na Cora, Avoncore, Mill Road",,Cork,275000.0,Yes,Yes,New Dwelling house /Apartment,,9,3,2020,2020-03-09,102.4934839,33427.07414,-1,3
"3 COIS ABHAINN, COLLOONEY, SLIGO",,Sligo,59000.0,No,No,Second-Hand Dwelling house /Apartment,,19,9,2016,2016-09-19,84.73645555,23720.5224,-1,20
"24  Abbeybrook View, Kilbeggan",,Westmeath,110132.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,27,4,2018,2018-04-27,77.63975426,23738.44659,-1,23
"1 Ardee Street, Lower Dargle Road, Bray",,Wicklow,110000.0,No,No,Second-Hand Dwelling house /Apartment,,13,8,2010,2010-08-13,96.2978103,24539.51752,-1,25
"47 SQ RIVERBANK, RATHMULLEN RD, DROGHEDA",,Louth,80000.0,No,No,Second-Hand Dwelling house /Apartment,,11,2,2021,2021-02-11,87.35712112,29104.06999,-1,14
"24 BECTIVE WALK, KILMESSAN, MEATH",,Meath,225000.0,No,No,Second-Hand Dwelling house /Apartment,,3,11,2020,2020-11-03,100.1450409,32617.34424,-1,16
"BALLYCRYSTAL, BUNCLODY, WEXFORD",,Wexford,250000.0,No,No,Second-Hand Dwelling house /Apartment,,23,2,2015,2015-02-23,90.34716947,24560.19229,-1,24
"70 BENBULBIN RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,7,5,2019,2019-05-07,122.2901374,38902.81574,3,5
"14 Clonrath Green, Skerries Road, Lusk",,Dublin,303964.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,22,11,2018,2018-11-22,122.3417314,37406.12892,-1,5
"14 KILBARRACK GROVE, KILBARRACK, DUBLIN 5",Dublin 5,Dublin,575000.0,No,No,Second-Hand Dwelling house /Apartment,,9,1,2018,2018-01-09,122.3417314,37406.12892,16,5
"46 THORNFIELD SQ, CLONDALKIN, DUBLIN",Dublin 22,Dublin,95000.0,No,No,Second-Hand Dwelling house /Apartment,,8,8,2016,2016-08-08,121.9729259,34144.23583,12,5
"51 SHANNON PARK, EDGEWORTHSTOWN, CO LONGFORD",,Longford,132000.0,No,No,Second-Hand Dwelling house /Apartment,,19,2,2021,2021-02-19,66.8750695,22151.02404,-1,13
"42 The Court, Harbour Heights, Rochestown Road",,Cork,102026.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,5,2016,2016-05-10,98.91884037,27690.63863,-1,3
"NO 10 NINETY EIGHT STREET, GRAIGCULLEN, CARLOW",,Carlow,75000.0,No,No,Second-Hand Dwelling house /Apartment,,13,1,2016,2016-01-13,89.48697411,25050.34888,-1,0
"MAIN ST, BANSHA, TIPPERARY",,Tipperary,50000.0,No,No,Second-Hand Dwelling house /Apartment,,4,3,2014,2014-03-04,91.24637818,23898.72928,-1,21
"15 PIER VILLAGE, FELS POINT, KERRY",,Kerry,75000.0,No,No,Second-Hand Dwelling house /Apartment,,3,10,2014,2014-10-03,84.84641486,22222.4875,-1,7
"CLOUGH SOUTH, CUMMER, TUAM",,Galway,25000.0,No,No,Second-Hand Dwelling house /Apartment,,19,2,2021,2021-02-19,88.85740352,29578.80337,-1,6
"10 STONEPARK, BALLYMOTE, CO SLIGO",,Sligo,140000.0,No,No,Second-Hand Dwelling house /Apartment,,14,7,2021,2021-07-14,86.11087792,28716.55387,-1,20
"3 Tower Hill, Kilcoolishal, Glanmire",,Cork,365000.0,No,No,Second-Hand Dwelling house /Apartment,,19,7,2011,2011-07-19,99.84716368,24949.12928,-1,3
"2 SPOUT LANE, MOANMORE, CASTLE ISLAND",,Kerry,105000.0,No,No,Second-Hand Dwelling house /Apartment,,21,12,2018,2018-12-21,83.74417175,25604.87945,-1,7
"NO. 1 GROSVENOR MANOR, LEINSTER ROAD, RATHMINES",Dublin 6,Dublin,850000.0,No,No,Second-Hand Dwelling house /Apartment,,30,6,2021,2021-06-30,123.9176757,41522.06589,17,5
"6 BRICKFIELD DR, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,16,6,2016,2016-06-16,121.9729259,34144.23583,3,5
"19 FAIRWAYS PARK, GRIFFITH RD, DUBLIN 11",Dublin 11,Dublin,428000.0,No,No,Second-Hand Dwelling house /Apartment,,26,6,2020,2020-06-26,123.1012168,40191.10945,2,5
"6 TI NA RI, LOUGHREA, GALWAY",,Galway,100000.0,No,No,Second-Hand Dwelling house /Apartment,,28,7,2015,2015-07-28,90.412496,24577.95081,-1,6
"109 KYLEMORE DR, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,269000.0,No,No,Second-Hand Dwelling house /Apartment,,6,7,2021,2021-07-06,123.9176757,41522.06589,1,5
"THE MEADOWS, CARSON DARTRY, COOTEHILL",,Cavan,215000.0,No,No,Second-Hand Dwelling house /Apartment,,14,12,2018,2018-12-14,80.69126288,24671.44895,-1,1
"32 Whitethorn, Atharvan, Kildare",,Kildare,273127.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,9,6,2016,2016-06-09,107.8389625,30187.67436,-1,8
"Unit 36  Block B  The Waterways, Rathborne, Ashtown",Dublin 15,Dublin,78955.83,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,17,12,2014,2014-12-17,120.6112462,31589.80748,6,5
"42 Parkside Drive, Parkside, Malahide Road",,Dublin,286343.61,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21,12,2017,2017-12-21,120.8404921,35777.04822,-1,5
"Apt 28 Hill of Down House, Spencer Dock, North Wall Quay",,Dublin,299559.47,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,3,3,2016,2016-03-03,121.9729259,34144.23583,-1,5
"10 SHANNON GROVE APARTMENTS, LISNAGOT, CARRICK ON SHANNON",,Leitrim,27500.0,No,Yes,New Dwelling house /Apartment,,30,4,2021,2021-04-30,80.09138641,26606.58546,-1,11
"MAIN ST, FETHARD, TIPPERARY",,Tipperary,25333.33,No,No,Second-Hand Dwelling house /Apartment,,9,10,2018,2018-10-09,86.68234561,26503.22958,-1,21
"30 ALLENWOOD DR, GOREY, WEXFORD",,Wexford,173000.0,No,No,Second-Hand Dwelling house /Apartment,,30,11,2016,2016-11-30,84.26335264,23588.08533,-1,24
"35 HOLYWELL AVENUE, SWORDS, CO. DUBLIN",,Dublin,212500.0,No,No,Second-Hand Dwelling house /Apartment,,30,7,2021,2021-07-30,123.9176757,41522.06589,-1,5
"98 MONIVEA PARK, BALLYBANE",,Galway,145000.0,No,No,Second-Hand Dwelling house /Apartment,,12,12,2014,2014-12-12,91.09733125,23859.69176,-1,6
"24 TEMPLE HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6",,Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,,31,7,2018,2018-07-31,122.3417314,37406.12892,-1,5
"ANU COTTAGE, BOUNARD, GNEEVEGUILLA",,Kerry,138000.0,No,No,Second-Hand Dwelling house /Apartment,,23,10,2018,2018-10-23,83.74417175,25604.87945,-1,7
"THE BUNGALOW, KNAPPAGHMORE, FIRST SEA RD SLIGO",,Sligo,177000.0,No,No,Second-Hand Dwelling house /Apartment,,16,9,2016,2016-09-16,84.73645555,23720.5224,-1,20
"87 MONASTERBOICE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,,28,6,2016,2016-06-28,121.9729259,34144.23583,3,5
"House No. 6 Ocean Drive Road, Kinsale Manor, Kinsale",,Cork,295154.18,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,29,3,2018,2018-03-29,101.6747702,31087.1811,-1,3
"64 ASSUMPTION RD, ATHLONE, WESTMEATH",,Westmeath,150000.0,No,No,Second-Hand Dwelling house /Apartment,,18,2,2021,2021-02-18,73.53155314,24398.43088,-1,23
"25 MOOREFIELD DR, NEWBRIDGE, KILDARE",,Kildare,208000.0,No,No,Second-Hand Dwelling house /Apartment,,26,3,2014,2014-03-26,102.4504307,26833.2306,-1,8
"2 The Starlings, Shanganagh Road, Shankill",,Dublin,339000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,11,2013,2013-11-13,120.0591077,30843.61949,-1,5
"11 Ocean Heights, Dunfanaghy, Co. Donegal",,Donegal,115000.0,No,No,Second-Hand Dwelling house /Apartment,,8,7,2011,2011-07-08,77.4419663,19350.67115,-1,4
"5 LAKEVIEW, LOWER DRUMBANNON, BAILIEBOROUGH",,Cavan,87500.0,No,No,Second-Hand Dwelling house /Apartment,,2,11,2018,2018-11-02,80.69126288,24671.44895,-1,1
"NORTHRIDGE, BALLYMACROWN, BALTIMOR",,Cork,190000.0,No,No,Second-Hand Dwelling house /Apartment,,27,8,2020,2020-08-27,102.4934839,33427.07414,-1,3
"71 TH DOWNS, POLLERTON, CARLOW",,Carlow,185000.0,No,No,Second-Hand Dwelling house /Apartment,,7,8,2018,2018-08-07,87.36220568,26711.0976,-1,0
"17 GRANGE AVE STAMULLEN RD, GORMANSTOWN, MEATH",,Meath,225000.0,No,No,Second-Hand Dwelling house /Apartment,,16,12,2021,2021-12-16,99.69809961,33245.70711,-1,16
"12 WOODLANDS GROVE, COILL DUBH, KILDARE",,Kildare,180000.0,No,No,Second-Hand Dwelling house /Apartment,,17,8,2021,2021-08-17,107.7075719,36026.93033,-1,8
"GREEN ACRES, BALLINDENISK, WATERGRASSHILL",,Cork,205000.0,No,No,Second-Hand Dwelling house /Apartment,,19,9,2017,2017-09-19,98.94301186,29293.89683,-1,3
"97 KYLEMORE DR, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,72858.0,No,No,Second-Hand Dwelling house /Apartment,,12,8,2015,2015-08-12,121.3860474,32997.87569,1,5
"LIXNAW, KERRY",,Kerry,70000.0,No,No,Second-Hand Dwelling house /Apartment,,16,7,2019,2019-07-16,85.37893091,27160.65977,-1,7
"93 Clonattin Village, Gorey, Co. Wexford",,Wexford,200000.0,No,No,Second-Hand Dwelling house /Apartment,,4,6,2010,2010-06-04,94.60894418,24109.14471,-1,24
"8 GLEN ABHAINN GREEN, ENFIELD, MEATH",,Meath,177000.0,No,No,Second-Hand Dwelling house /Apartment,,6,2,2018,2018-02-06,103.6349247,31686.50065,-1,16
"UPPER KILMACOW, KILKENNY, Kilkenny",,Kilkenny,45000.0,No,No,Second-Hand Dwelling house /Apartment,,18,7,2014,2014-07-18,92.51409254,24230.76177,-1,9
"23 BALLYBUNION HOLIDAY COTTAGES, BALLYBUNNION, KERRY",,Kerry,145000.0,No,No,Second-Hand Dwelling house /Apartment,,18,6,2018,2018-06-18,83.74417175,25604.87945,-1,7
"20 FIRST AVE, SEVILLE PLACE, DUBLIN 1",Dublin 1,Dublin,175000.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2016,2016-12-22,121.9729259,34144.23583,0,5
"70 CHRISTCHURCH VIEW, CHRISTCHURCH, DUBLIN 8",Dublin 8,Dublin,155000.0,No,No,Second-Hand Dwelling house /Apartment,,3,10,2019,2019-10-03,122.2901374,38902.81574,20,5
"MAIN ST, MILLSTREET, CORK",,Cork,100000.0,No,No,Second-Hand Dwelling house /Apartment,,24,10,2020,2020-10-24,102.4934839,33427.07414,-1,3
"38 Kilheale Drive, Kilheale Manor, Kill",,Kildare,277533.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,27,3,2018,2018-03-27,113.8570586,34811.93017,-1,8
"16 GLENBAY COTTAGES, MALINMORE, GLENCOLMCILLE",,Donegal,60000.0,No,No,Second-Hand Dwelling house /Apartment,,8,6,2021,2021-06-08,71.41550905,23788.7895,-1,4
"112 ASHFIELD, MULLINGAR, CO WESTMEATH",,Westmeath,107000.0,No,No,Second-Hand Dwelling house /Apartment,,7,12,2016,2016-12-07,85.71374307,23994.09734,-1,23
"77 HORIZON, ROYAL CANAL PARK, RATOATH RD DUBLIN 15",Dublin 7,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,,13,3,2019,2019-03-13,122.2901374,38902.81574,19,5
"2 AN CREAG, LAHINCH, CLARE",,Clare,410000.0,No,No,Second-Hand Dwelling house /Apartment,,8,11,2021,2021-11-08,88.94796907,29651.38888,-1,2
"15 FORT LORENZO HOUSE, FORT LORENZO, GALWAY",,Galway,350000.0,No,No,Second-Hand Dwelling house /Apartment,,9,6,2020,2020-06-09,89.61251364,29161.30477,-1,6
"ASHFORT LODGE, CRECORA, LIMERICK",,Limerick,610000.0,No,No,Second-Hand Dwelling house /Apartment,,4,8,2021,2021-08-04,111.3360294,37352.90892,-1,12
"3 Euston Street, Greenore",,Louth,83000.0,No,No,Second-Hand Dwelling house /Apartment,,8,9,2014,2014-09-08,88.7353646,23241.05897,-1,14
"45 COIS CHNOIC, DINGLE, KERRY",,Kerry,81668.0,No,No,Second-Hand Dwelling house /Apartment,,27,5,2016,2016-05-27,86.16519196,24120.47274,-1,7
"41 HAZELWOOD AVE, GLAMIRE, CORK",,Cork,90000.0,No,No,Second-Hand Dwelling house /Apartment,,27,5,2014,2014-05-27,99.86583566,26156.28826,-1,3
"LORETO, BEARLOUGH, ROSSLARE STRAND",,Wexford,240000.0,No,No,Second-Hand Dwelling house /Apartment,,29,10,2019,2019-10-29,83.51898489,26568.97561,-1,24
"APT 23, LIOS MOR APTS, NEWPORT",,Mayo,55000.0,No,No,Second-Hand Dwelling house /Apartment,,31,8,2017,2017-08-31,80.43525017,23814.33388,-1,15
"5 Abbeyway, Milltown, Belturbet",,Cavan,52863.43,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,10,2013,2013-10-30,84.08393033,21601.46617,-1,1
"30 Eastmount Gardens, Chapel Road, Delgany",,Wicklow,484581.5,No,Yes,New Dwelling house /Apartment,,24,5,2021,2021-05-24,103.0220033,34507.44349,-1,25
"6 AVERARD WEST, TAYLORS HILL RD, GALWAY",,Galway,822500.0,No,No,Second-Hand Dwelling house /Apartment,,31,10,2019,2019-10-31,90.37404068,28749.69908,-1,6
"No 4 Castle Park, Leithlin Road, Craighcullen",,Carlow,54950.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,7,2013,2013-07-16,91.03649379,23387.6049,-1,0
"53 FIODH MOR, FERRYBANK, KILKENNY",,Kilkenny,93000.0,No,No,Second-Hand Dwelling house /Apartment,,3,12,2014,2014-12-03,92.51409254,24230.76177,-1,9
"DUBLIN RD, NAVAN, MEATH",,Meath,215000.0,No,No,Second-Hand Dwelling house /Apartment,,9,8,2016,2016-08-09,100.2696773,28068.78233,-1,16
"6 GLENCARRA GROVE, CRANN ARD, FETHARD RD",,Tipperary,220000.0,No,No,Second-Hand Dwelling house /Apartment,,3,8,2021,2021-08-03,81.62093703,27148.44433,-1,21
"Apartment 24, Aubrey Court, Bray",,Wicklow,113450.0,No,No,Second-Hand Dwelling house /Apartment,,8,1,2013,2013-01-08,98.71788095,25360.98107,-1,25
"11 HOMEFARM RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,510000.0,No,No,Second-Hand Dwelling house /Apartment,,14,8,2015,2015-08-14,121.3860474,32997.87569,21,5
"AUGHAVANNAGH, AUGHRIM, CO WICKLOW",,Wicklow,165000.0,No,No,Second-Hand Dwelling house /Apartment,,15,3,2019,2019-03-15,101.8452264,32398.90117,-1,25
"47 MOREHAMPTON SQ, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,,19,6,2017,2017-06-19,120.8404921,35777.04822,15,5
"Dartfield, Loughrea",,Galway,100000.0,No,No,Second-Hand Dwelling house /Apartment,,6,12,2011,2011-12-06,92.84967445,23200.64433,-1,6
"16 LOMOND AVE, FAIRVIEW, DUBLIN 3",Dublin 3,Dublin,321100.0,No,No,Second-Hand Dwelling house /Apartment,,14,4,2015,2015-04-14,121.3860474,32997.87569,14,5
"DONAGUILE, CASTLECOMER, KILKENNY",,Kilkenny,78000.0,No,No,Second-Hand Dwelling house /Apartment,,18,3,2020,2020-03-18,87.35461571,28466.75173,-1,9
"19 CEIS LAWNS, KESHCARRIGAN, LEITRIM",,Leitrim,110000.0,No,No,Second-Hand Dwelling house /Apartment,,29,10,2021,2021-10-29,80.09138641,26606.58546,-1,11
"8 Manor Court, Manor Village, Tralee",,Kerry,81000.0,No,No,Second-Hand Dwelling house /Apartment,,22,10,2013,2013-10-22,83.60517658,21478.4726,-1,7
"9 Elm Park Drive, Croom",,Limerick,131500.0,No,No,Second-Hand Dwelling house /Apartment,,28,6,2013,2013-06-28,106.1068916,27259.24467,-1,12
"53 MOSTRIM OAKS, TINNYNARR EDGEWORTHSTOWN, LONGFORD",,Longford,93000.0,No,No,Second-Hand Dwelling house /Apartment,,17,12,2018,2018-12-17,72.87930501,22282.93361,-1,13
"39 PALMERSTOWN AVE, PALMERSTOWN, DUBLIN 20",Dublin 20,Dublin,445000.0,No,No,Second-Hand Dwelling house /Apartment,,29,10,2021,2021-10-29,123.9176757,41522.06589,11,5
"14 O'Callaghan Place, Gurranabraher, Cork",,Cork,35750.0,Yes,No,Second-Hand Dwelling house /Apartment,,6,6,2013,2013-06-06,100.9859374,25943.65299,-1,3
"HARBOUR HOUSE, COURTMACSHERRY, BANDON",,Cork,280000.0,No,No,Second-Hand Dwelling house /Apartment,,17,1,2019,2019-01-17,102.3223668,32550.68859,-1,3
"24 WINDFIELD GARDENS, CLYBAUN RD, GALWAY",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,,23,1,2019,2019-01-23,90.37404068,28749.69908,-1,6
"8 CRIEVESMOTH PARK, LETTERKENNY, CO DONEGAL",,Donegal,40000.0,No,No,Second-Hand Dwelling house /Apartment,,6,4,2018,2018-04-06,69.36144933,21207.34508,-1,4
"105 VERDEMONT, SNUGBOROUGH RD, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,,25,1,2017,2017-01-25,120.8404921,35777.04822,6,5
"242 KILDARE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,,16,10,2018,2018-10-16,122.3417314,37406.12892,3,5
"APT 149, CITY CAMPUS, EDWARD ST",,Limerick,145000.0,No,No,Second-Hand Dwelling house /Apartment,,26,5,2020,2020-05-26,110.2827876,36028.55853,-1,12
"TEELING ST, TUBBERCURRY, CO. SLIGO",,Sligo,36000.0,No,No,Second-Hand Dwelling house /Apartment,,6,12,2018,2018-12-06,83.87320897,25644.33273,-1,20
"MOHER, BALLINSLOE, CO GALWAY",,Galway,130000.0,No,No,Second-Hand Dwelling house /Apartment,,14,12,2018,2018-12-14,91.05341986,27839.69069,-1,6
"30 BALLYNOE MEWS, COBH, CORK",,Cork,138000.0,No,No,Second-Hand Dwelling house /Apartment,,29,11,2019,2019-11-29,102.3223668,32550.68859,-1,3
"6 ROBERT ST, NEW ROSS, WEXFORD",,Wexford,65000.0,No,No,Second-Hand Dwelling house /Apartment,,14,8,2017,2017-08-14,82.15337253,24323.01558,-1,24
"152 THE COMMONS, DULEEK, MEATH",,Meath,130000.0,No,No,Second-Hand Dwelling house /Apartment,,21,2,2020,2020-02-21,100.1450409,32617.34424,-1,16
"23 SAND DUNE COTTAGES, BANNA BEACH, ARDFERT",,Kerry,49000.0,No,No,Second-Hand Dwelling house /Apartment,,4,8,2017,2017-08-04,85.65692567,25360.30687,-1,7
"40 THE PARK, HUNTERS RUN, CLONEE DUBLIN 15",Dublin 15,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,,16,7,2015,2015-07-16,121.3860474,32997.87569,6,5
"TREANKEEL, KILTIMAGH, MAYO",,Mayo,175000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2017,2017-12-18,80.43525017,23814.33388,-1,15
"19  Merton Walk, Mount St. Annes, Milltown",Dublin 6,Dublin,542000.0,No,No,Second-Hand Dwelling house /Apartment,,8,8,2013,2013-08-08,120.0591077,30843.61949,17,5
"LOUGH CLOON LODGEGALLAGH, PARTRY, MAYO",,Mayo,147500.0,No,No,Second-Hand Dwelling house /Apartment,,5,11,2021,2021-11-05,79.52449336,26479.23549,-1,15
"78 DURROW RD, CRUMLIN, DUBLIN CITY",Dublin 12,Dublin,245000.0,Yes,No,Second-Hand Dwelling house /Apartment,,13,12,2018,2018-12-13,122.3417314,37406.12892,3,5
"38 The Linnett, Barnageeragh Cove, barnageeragh",,Dublin,281938.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,9,2016,2016-09-29,121.9729259,34144.23583,-1,5
"20 ST PATRICKS TERRACE, TARBERT, CO KERRY",,Kerry,50000.0,No,No,Second-Hand Dwelling house /Apartment,,29,12,2016,2016-12-29,86.16519196,24120.47274,-1,7
"17 THE WAY, NEWTOWN HALL, MAYNOOTH",,Kildare,245814.97,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,12,2015,2015-12-14,105.0155327,28547.6755,-1,8
"Apartment 23, Mellowes Quay, Ushers Quay",,Dublin,244000.0,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6,5,2010,2010-05-06,114.6838254,29224.81553,-1,5
"33 The Folly, Waterford",,Waterford,125000.0,No,No,Second-Hand Dwelling house /Apartment,,26,1,2015,2015-01-26,95.42257239,25939.90205,-1,22
"1 GARRYOWEN RD, DUBLIN 10, DUBLIN",,Dublin,104500.0,No,No,Second-Hand Dwelling house /Apartment,,4,12,2013,2013-12-04,120.0591077,30843.61949,-1,5
"15 SEFTON GREEN, ROCHESTOWN AVE, DUN LAOGHAIRE",,Dublin,490000.0,No,No,Second-Hand Dwelling house /Apartment,,9,10,2017,2017-10-09,120.8404921,35777.04822,-1,5
"11 BLACKHEATH COURT, CLONTARF, DUBLIN 3",Dublin 3,Dublin,525000.0,No,No,Second-Hand Dwelling house /Apartment,,23,12,2014,2014-12-23,120.6112462,31589.80748,14,5
"70 The Woods, Glounthaune",,Cork,224670.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,3,2,2014,2014-02-03,99.86583566,26156.28826,-1,3
"9 LIMELAWN GLADE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,390000.0,No,No,Second-Hand Dwelling house /Apartment,,11,8,2017,2017-08-11,120.8404921,35777.04822,6,5
"6 LAVALLIN GREEN, FARRANASTIG, WHITECHURCH",,Cork,320000.0,No,No,Second-Hand Dwelling house /Apartment,,6,4,2018,2018-04-06,101.6747702,31087.1811,-1,3
"29 THE ELMS, MOUNT MERRION AVE, BLACKROCK",,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2019,2019-12-18,122.2901374,38902.81574,-1,5
"WILLTINA, IONA PARK, MAYFIELD",,Cork,240000.0,No,No,Second-Hand Dwelling house /Apartment,,20,11,2018,2018-11-20,101.6747702,31087.1811,-1,3
"189 SLI GHEAL, BALLYMONEEN RD, GALWAY",,Galway,220000.0,No,No,Second-Hand Dwelling house /Apartment,,25,8,2017,2017-08-25,91.30778344,27033.34715,-1,6
"39 MARCONI AVE, SANDHILL RD, BALLYBUNNION",,Kerry,110000.0,Yes,No,Second-Hand Dwelling house /Apartment,,8,11,2018,2018-11-08,83.74417175,25604.87945,-1,7
"17 RIVER VALLEY, MINANE BRIDGE, CORK",,Cork,145000.0,No,No,Second-Hand Dwelling house /Apartment,,20,1,2016,2016-01-20,98.91884037,27690.63863,-1,3
"88 Landen Park, Oldtown Demesne, Naas",,Kildare,317180.62,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,9,2018,2018-09-20,113.8570586,34811.93017,-1,8
"1 FOXFORD COURT BALLYOWEN LUCAN, DUBLIN",,Dublin,152000.0,No,No,Second-Hand Dwelling house /Apartment,,2,6,2015,2015-06-02,121.3860474,32997.87569,-1,5
"207 Redford Park, Greystones",,Wicklow,148000.0,No,No,Second-Hand Dwelling house /Apartment,,31,7,2013,2013-07-31,98.71788095,25360.98107,-1,25
"GARRANARD, ASKEATON, CO LIMERICK",,Limerick,190000.0,No,No,Second-Hand Dwelling house /Apartment,,21,12,2020,2020-12-21,110.2827876,36028.55853,-1,12
"ANNEFIELD COTTAGE, ANNEFIELD LANE, ROSBERCON",,Wexford,95000.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2017,2017-12-22,82.15337253,24323.01558,-1,24
"26 Glenatore, Coosan, Athlone",,Westmeath,193833.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,5,2018,2018-05-29,77.63975426,23738.44659,-1,23
"55 Cooline Drive, Ballyvoloon, Cobh",,Cork,263436.12,No,Yes,New Dwelling house /Apartment,,11,6,2021,2021-06-11,102.6648871,34327.05524,-1,3
