Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro,num_Postal_Code,num_County
"6 BARLEY GARDENS, ABBEYSHRULE, LONGFORD",Unknown,Longford,177000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,11,2020,2020-11-25,68.20259636,22139.12694,22,13
"87 Seacrest, Bray",Unknown,Wicklow,405000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,4,2015,2015-04-15,101.496535,27591.06268,22,25
"54 WHITEBROOK PARK, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin 24,Dublin,235000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,22,11,2019,2019-11-22,122.2901374,38902.81574,13,5
"31 ST BRIGID'S ROAD, PORTUMNA, CO GALWAY",Unknown,Galway,59340.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,3,2,2020,2020-02-03,89.61251364,29161.30477,22,6
"59 BALLYFERMOT DR, BALLYFERNOT, DUBLIN 10",Dublin 10,Dublin,178941.19,Yes,Second-Hand Dwelling house /Apartment,Unknown,22,10,2020,2020-10-22,123.1012168,40191.10945,1,5
"138 MEDEBAWN, AVENUE ROAD, DUNDALK",Unknown,Louth,260000.00015,No,New Dwelling house /Apartment,Unknown,11,4,2019,2019-04-11,88.50637394,28155.55881,22,14
"NO 1 GLENVIEW, SOUTH DOUGLAS ROAD, CORK",Unknown,Cork,100000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,9,2014,2014-09-25,99.86583566,26156.28826,22,3
"87 CHAPELGATE, ST ALPHONSUS ROAD, DRUMCONDRA",Dublin 9,Dublin,327000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,6,2016,2016-06-23,121.9729259,34144.23583,21,5
"17 MILLBOURNE AVENUE, DRUMCONDRA, DUBLIN 9",Dublin 3,Dublin,160000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,12,2014,2014-12-10,120.6112462,31589.80748,14,5
"BALLYCATTEN, TIMOLEAGUE, BANDON",Unknown,Cork,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,5,2018,2018-05-10,101.6747702,31087.1811,22,3
"122 Sundrive Road, Crumlin",Unknown,Dublin,115000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,3,2012,2012-03-09,119.0093179,30840.87562,22,5
"5 THE COURT YARD, COLLEGE WOOD MANOR, CLANE",Unknown,Kildare,164000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,11,2020,2020-11-13,107.4330958,35044.78533,22,8
"37 Dun Rioga Crescent, Dun Rioga, Drumree Road",Unknown,Meath,349999.95,No,New Dwelling house /Apartment,Unknown,26,8,2020,2020-08-26,100.1450409,32617.34424,22,16
"35 BELLVIEW RISE, FRANKFIELD, CORK",Unknown,Cork,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,1,2018,2018-01-26,101.6747702,31087.1811,22,3
"1 KNIGHTSBRIDGE COURT, LONGWOOD RD, TRIM",Unknown,Meath,147500.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,8,2015,2015-08-04,99.21203355,26970.03831,22,16
"12 COIS CARRAIGE, NEWTOWN RD, WEXFORD",Unknown,Wexford,125853.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,12,2019,2019-12-06,83.51898489,26568.97561,22,24
"59 Mount Prospect, Clonard",Unknown,Wexford,91000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,8,2012,2012-08-01,86.07816613,22306.87531,22,24
"32 ARDFIELD GREEN, GRANGE, DOUGLAS",Unknown,Cork,232000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,9,2015,2015-09-04,98.45160268,26763.32095,22,3
"110 BLOCK E, WESTEND GATE, COOKSTOWN WAY TALLAGHT",Dublin 15,Dublin,226836.77,No,Second-Hand Dwelling house /Apartment,Unknown,28,10,2021,2021-10-28,123.9176757,41522.06589,6,5
"192 RICHMOND PARK, BRAY, WICKLOW",Unknown,Wicklow,436000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,7,2021,2021-07-16,103.0220033,34507.44349,22,25
"22 CANONBROOK PARK, LUCAN, DUBLIN",Unknown,Dublin,338000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,7,2017,2017-07-18,120.8404921,35777.04822,22,5
"ASHDALE, CONNELLSTOWN, ENFIELD",Unknown,Meath,250000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,9,2014,2014-09-02,97.67184865,25581.65174,22,16
"4 Millmount Tce, Dundrum Road",Dublin 14,Dublin,320000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,9,2013,2013-09-19,120.0591077,30843.61949,5,5
"Apt 13 The Barley Store, Baker's Yard, Portland Street North",Dublin 1,Dublin,129115.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,10,2014,2014-10-03,120.6112462,31589.80748,0,5
"7 HOLYNELL VIEW, KINSEALY, DUBLIN",Unknown,Dublin,245500.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,9,2017,2017-09-28,120.8404921,35777.04822,22,5
"2 BREGA, HAMLET LANE, BALBRIGGAN",Unknown,Dublin,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,4,2017,2017-04-13,120.8404921,35777.04822,22,5
"32 Parkside Gardens, Balgriffin, Dublin 13",Dublin 13,Dublin,329998.98,No,New Dwelling house /Apartment,Unknown,9,1,2019,2019-01-09,122.2901374,38902.81574,4,5
"ARDCARNE, BOYLE, COUNTY ROSCOMMON",Unknown,Roscommon,45000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,7,2018,2018-07-04,79.18237538,24210.10482,22,19
"APT 16 ELY HALL, HAZELBROOK SQUARE, WHITEHALL ROAD",Dublin 15,Dublin,402000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,8,2018,2018-08-22,122.3417314,37406.12892,6,5
"304 MOUNT KENNETT HOUSE, MOUNT KENNETT, LIMERICK",Unknown,Limerick,95000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,11,2021,2021-11-05,111.3360294,37352.90892,22,12
"51 NEWPARK, KILKENNY",Unknown,Kilkenny,280000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,7,2019,2019-07-30,87.53158408,27845.45964,22,9
"21 ARD NA MAINISTREACH, QUIN, CLARE",Unknown,Clare,210000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,11,2018,2018-11-13,88.62694797,27097.79405,22,2
"50 SEABOURNE VIEW, GREYSTONES, CO WICKLOW",Unknown,Wicklow,225000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,10,2015,2015-10-30,101.496535,27591.06268,22,25
"APARTMENT NO 53, SMITHFIELD LOFTS, NORTH KING STREET",Unknown,Dublin,141000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,2,2018,2018-02-01,122.3417314,37406.12892,22,5
"COOMNAKILLA, BLACKWATER, KILLARNEY",Unknown,Kerry,366000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,11,2021,2021-11-11,85.62474275,28626.5986,22,7
"30 COOLAGHKNOCK GARDENS, THE PLAINS, KILDARE",Unknown,Kildare,285000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,8,2021,2021-08-16,107.7075719,36026.93033,22,8
"33 JOHNSTON COURT, CHURCH ST, CAVAN",Unknown,Cavan,75000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,4,2018,2018-04-27,80.69126288,24671.44895,22,1
"10 Beech Hall, Clay Farm, Leopardstown",Dublin 18,Dublin,415000.265,No,New Dwelling house /Apartment,Unknown,27,11,2020,2020-11-27,123.1012168,40191.10945,9,5
"6 BROOKFIELD, LOWER BALLYVINITER, MALLOW",Unknown,Cork,340000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,8,2018,2018-08-16,101.6747702,31087.1811,22,3
"43 Willowbank, Church Road, Blackrock",Unknown,Cork,210000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,16,12,2013,2013-12-16,100.9859374,25943.65299,22,3
"22 WOODHAVEN, BISHOPSTOWN, CORK",Unknown,Cork,230000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,9,2015,2015-09-29,98.45160268,26763.32095,22,3
"Ballyhale, Kilkenny",Unknown,Kilkenny,221325.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,19,5,2010,2010-05-19,89.33778493,22765.89812,22,9
"3 castlehill, bennetsbridge, Co kilkenny",Unknown,Kilkenny,402925.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,29,4,2011,2011-04-29,88.33458983,22072.44573,22,9
"12 CHAPEL PLACE, CHAPEL STREET, BALBRIGGAN",Unknown,Dublin,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,11,2016,2016-11-30,121.9729259,34144.23583,22,5
"3 SEA RD, GALWAY, GALWAY",Unknown,Galway,255000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,2,2018,2018-02-05,91.05341986,27839.69069,22,6
"4 The Riverside, Kilcock",Unknown,Kildare,425625.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,29,3,2018,2018-03-29,113.8570586,34811.93017,22,8
"56 KILL ABBEY, DEANS GRANGE, DUBLIN",Unknown,Dublin,640000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,4,2018,2018-04-06,122.3417314,37406.12892,22,5
"No. 4 Hillview, Ballinlough",Unknown,Roscommon,102150.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,25,2,2010,2010-02-25,89.33653721,22765.58017,22,19
"159 HAMPTON SQ, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,313000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,11,2021,2021-11-23,123.9176757,41522.06589,19,5
"119 HUNTSTOWN WOOD, CLONSILLA, DUBLIN 15",Unknown,Dublin,130000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,4,2016,2016-04-26,121.9729259,34144.23583,22,5
"218 WYCKHAM POINT, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,445000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,4,2017,2017-04-28,120.8404921,35777.04822,7,5
"96 WATERVILLE TERRACE, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,152000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,7,2014,2014-07-16,120.6112462,31589.80748,6,5
"APT 11, PORTANURE HOUSE, ARDRI",Unknown,Westmeath,130000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,9,2019,2019-09-10,75.88279203,24139.75761,22,23
"12 Mount Eustace Park, Tyrrelstown",Dublin 15,Dublin,183000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,5,2011,2011-05-27,117.6102093,29387.63815,6,5
"15 Avondale Road, Killiney",Unknown,Dublin,600000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,3,2011,2011-03-07,117.6102093,29387.63815,22,5
"16 Dunville Wood, Dunville, Athlumney",Unknown,Meath,256192.2,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,8,6,2018,2018-06-08,103.6349247,31686.50065,22,16
"KNOCKS, ROSSMORE, CLONAKILTY",Unknown,Cork,315000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,4,2018,2018-04-04,101.6747702,31087.1811,22,3
"198 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",Dublin 3,Dublin,550000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,12,2020,2020-12-01,123.1012168,40191.10945,14,5
"15 CAISLEAN RIADA COOSAN, ATHLONE, WESTMEATH",Unknown,Westmeath,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,12,2019,2019-12-02,75.88279203,24139.75761,22,23
"4 Lough Lane, Glaslough, Co. Monaghan",Unknown,Monaghan,182500.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,4,2012,2012-04-04,79.31378447,20553.90792,22,17
"10 IONA AVE, THURLES, TIPPERARY",Unknown,Tipperary,90000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,4,2020,2020-04-03,82.46228901,26823.89705,22,21
"KILDEE BALLYGURTEEN, CLONAKILTY, CORK",Unknown,Cork,125000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,12,6,2019,2019-06-12,102.3223668,32550.68859,22,3
"The House Formerly of Dr King, Racecourse Road, Clifden",Unknown,Galway,190000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,2,2016,2016-02-26,92.06370489,25771.66062,22,6
"17 BELARMINE CRESCENT, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,421000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,8,2019,2019-08-08,122.2901374,38902.81574,9,5
"Apartment 12  Block A, Mount Argus Apartments",Dublin 6w,Dublin,534849.455,No,New Dwelling house /Apartment,Unknown,1,4,2020,2020-04-01,123.1012168,40191.10945,18,5
"23 MARINE CRESCENT, BLACKROCK COVE, BLACKROCK",Unknown,Louth,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,8,2017,2017-08-10,90.98398142,26937.47961,22,14
"Belmont, Milltown",Unknown,Galway,145053.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,17,6,2011,2011-06-17,92.84967445,23200.64433,22,6
"37 springfield cottages, mullingar",Unknown,Westmeath,72000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,7,2010,2010-07-15,89.92394441,22915.26882,22,23
"2 Cuan Na Tra, Kerrykeel",Unknown,Donegal,102150.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,1,2014,2014-01-30,72.1836347,18905.92458,22,4
"19 OAKVIEW LAWN, DOUGLAS, CORK",Unknown,Cork,292000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,12,2016,2016-12-08,98.91884037,27690.63863,22,3
"Apartment 18 Neptune Block, Honeypark, Dun Laoghaire",Unknown,Dublin,549999.435,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,12,2016,2016-12-20,121.9729259,34144.23583,22,5
"12 SLANEY HOUSE, MAYOR ST, DUBLIN 1",Dublin 1,Dublin,400000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,11,2021,2021-11-15,123.9176757,41522.06589,0,5
"12 CLUAIN BARRON, BALLYSHANNON, DONEGAL",Unknown,Donegal,57000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,7,2016,2016-07-08,69.47650061,19448.75885,22,4
"60 Parkside Crescent, Parkside, Malahide Road",Dublin 13,Dublin,407492.50105,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,25,5,2018,2018-05-25,122.3417314,37406.12892,4,5
"58 TRINITY ST, DROGHEDA, LOUTH",Unknown,Louth,80000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,9,2018,2018-09-24,90.09730878,27547.3586,22,14
"Apartment 70, The Sweepstakes, Ballsbridge",Unknown,Dublin,240000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,8,2011,2011-08-10,117.6102093,29387.63815,22,5
"HILLVIEW HOUSE, CORROHOE, CAVAN",Unknown,Cavan,44000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,11,2016,2016-11-07,83.23621427,23300.5555,22,1
"16 PARSONS COURT, NEWCASTLE, DUBLIN",Dublin 22,Dublin,206000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,10,2019,2019-10-24,122.2901374,38902.81574,12,5
"56 THE AVENUE  THE WEIRVIEW, CASTLECOMER ROAD, KILKENNY",Unknown,Kilkenny,315000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,11,2020,2020-11-30,87.35461571,28466.75173,22,9
"BALLUNEW, TURLOUGH RD, CASTLEBAR MAYO",Unknown,Mayo,249000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,11,2020,2020-11-24,80.15103629,26085.92305,22,15
"88, Beechdale, Kilcoole",Unknown,Wicklow,152000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,10,2013,2013-10-07,98.71788095,25360.98107,22,25
"17 RIVER RUN, BELTURBET, CAVAN",Unknown,Cavan,65000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,3,2014,2014-03-04,84.26433538,22070.03258,22,1
"16 Corrib Park, Newcastle, Galway",Unknown,Galway,164000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,4,2014,2014-04-14,91.09733125,23859.69176,22,6
"12 DODDER LAWN, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,256479.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,12,2014,2014-12-22,120.6112462,31589.80748,13,5
"MULLAGHDUFF, KINCASSLAGH, LETTERKENNY",Unknown,Donegal,80000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,7,2018,2018-07-10,69.36144933,21207.34508,22,4
"31 ROSARY PLACE, MIDLETON, CORK",Unknown,Cork,165000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,7,2016,2016-07-20,98.91884037,27690.63863,22,3
"39 Chapel Lane, Swords, County Dublin",Unknown,Dublin,135000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,2,2012,2012-02-08,119.0093179,30840.87562,22,5
"8 HOLLYBANK LAWN, CLONGOWEN, WATERFORD RD",Unknown,Kilkenny,317500.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,11,2018,2018-11-27,88.04524062,26919.93634,22,9
"3 LOWER ST BRIGIDS RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,345000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,4,2015,2015-04-15,121.3860474,32997.87569,21,5
"69 HIGH ST, CORK",Unknown,Cork,210000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,2,2020,2020-02-07,102.4934839,33427.07414,22,3
"20 Limeworth, Carriganarra, Carrigrohane",Unknown,Cork,505000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,7,2013,2013-07-17,100.9859374,25943.65299,22,3
"Rathanny, Hospital",Unknown,Limerick,182000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,4,2010,2010-04-28,99.71623725,25410.63336,22,12
"36 RIVERGROVE, ORANMORE, GALWAY",Unknown,Galway,228000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,3,2020,2020-03-27,89.61251364,29161.30477,22,6
"35 ST KIERANS CRESCENT, OLOUGHLIN RD, KILKENNY",Unknown,Kilkenny,60000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2013,2013-12-19,91.96687282,23626.62264,22,9
"194 HOLYWELL, UPR KILMACUD RD, DUBLIN 14",Dublin 14,Dublin,685000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,9,2018,2018-09-25,122.3417314,37406.12892,5,5
"APT 10, OCONNELL STREET, WATERFORD",Unknown,Waterford,65357.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,10,2020,2020-10-20,89.84377913,29274.35521,22,22
"831 RATOATH RD, FINGLAS, DUBLIN",Dublin 11,Dublin,275000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,12,2021,2021-12-02,123.9176757,41522.06589,2,5
"Apt 5 JC Conneelys Bar, The Square, Clifden",Unknown,Galway,23835.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,12,2013,2013-12-23,91.40722728,23482.84767,22,6
"Knockoura, Peterswell",Unknown,Galway,60000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,7,2011,2011-07-06,92.84967445,23200.64433,22,6
"15 Walshestown Meadows, Athgarvan Road, Newbridge",Unknown,Kildare,542500.0019500001,No,New Dwelling house /Apartment,Unknown,11,9,2020,2020-09-11,107.4330958,35044.78533,22,8
"54 The Village, Bettyglen, Raheny",Unknown,Dublin,250000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,8,2012,2012-08-27,119.0093179,30840.87562,22,5
"23 SUMMERHILL TERRACE, WATERFORD",Unknown,Waterford,75000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,1,2017,2017-01-04,88.63183845,26241.08446,22,22
"11 HOMEFARM RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,510000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,8,2015,2015-08-14,121.3860474,32997.87569,21,5
"APT 46, 55 MOUNTJOY SQ WEST, DUBLIN",Dublin 1,Dublin,284000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,12,2019,2019-12-16,122.2901374,38902.81574,0,5
"7 CLERMONT COTTAGES, SOUTH DOUGLAS RD, CORK",Unknown,Cork,95000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,12,2013,2013-12-18,100.9859374,25943.65299,22,3
"4 CASTLE DOWNS CROFT, ESTUARY RD, MALAHIDE",Unknown,Dublin,568000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,3,2020,2020-03-12,123.1012168,40191.10945,22,5
"7 HILLVIEW GREEN, CLANE, KILDARE",Unknown,Kildare,245000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,11,2019,2019-11-12,107.1593191,34089.41499,22,8
"2 THE MEWS, MEDLESTON, CO CORK",Unknown,Cork,90000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,9,2014,2014-09-09,99.86583566,26156.28826,22,3
"6 LATCHFORD SQ, HANSFIELD RD ESTATE, CASTAHEANY DUBLIN 15",Dublin 15,Dublin,310000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,7,2020,2020-07-22,123.1012168,40191.10945,6,5
"THE BOOLEY HOUSE, BAURAGEGAUN, FEAKLE",Unknown,Clare,166000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,1,2019,2019-01-17,89.8789254,28592.1935,22,2
"BELMONT, CLOGHANS HILL, TUAM",Unknown,Galway,20000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,12,2018,2018-12-12,91.05341986,27839.69069,22,6
"HILLSIDE COTTAGE, BALLYKNOCKAN, THE BALLAGH ENNISCORTHY",Unknown,Wexford,80000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,9,2019,2019-09-25,83.51898489,26568.97561,22,24
"TINNAHALLA, CALLINAFERCY, MILLTOWN",Unknown,Kerry,180000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,4,2017,2017-04-10,85.65692567,25360.30687,22,7
"MAIN ST, FETHARD, TIPPERARY",Unknown,Tipperary,25333.33,No,Second-Hand Dwelling house /Apartment,Unknown,9,10,2018,2018-10-09,86.68234561,26503.22958,22,21
"41 St Michael's Close, Mahon, Cork",Unknown,Cork,57750.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,5,11,2012,2012-11-05,99.68430933,25832.86283,22,3
"124 Ashcroft, Raheny, Dublin 5",Unknown,Dublin,267000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,10,2010,2010-10-11,114.6838254,29224.81553,22,5
"9 DAARWOOD CRESCENT, GORTBOY, NEWCASTLEWEST",Unknown,Limerick,205416.19,No,Second-Hand Dwelling house /Apartment,Unknown,11,4,2019,2019-04-11,109.2395096,34751.16309,22,12
"9 WALKER ROW, PARKSIDE, BALGRIFFIN",Dublin 13,Dublin,430000.425,No,New Dwelling house /Apartment,Unknown,19,7,2021,2021-07-19,123.9176757,41522.06589,4,5
"76 RUSHBROOKE MANOR, COBH, CORK",Unknown,Cork,186000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,2,2019,2019-02-12,102.3223668,32550.68859,22,3
"4 TYRRELSTOWN WAY, TYRRELSTOWN, DUBLIN 15",Dublin 15,Dublin,242500.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,9,2019,2019-09-06,122.2901374,38902.81574,6,5
"4 BOOTERSTOWN PARK, BLACKROCK, DUBLIN",Unknown,Dublin,320000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,30,4,2015,2015-04-30,121.3860474,32997.87569,22,5
"16 ROSEWOOD, JOHNSWELL RD, KILKENNY",Unknown,Kilkenny,180000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,7,9,2018,2018-09-07,88.04524062,26919.93634,22,9
"56 Glenesky Square, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,20000.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,12,2013,2013-12-20,120.0591077,30843.61949,6,5
"APT 20, RIVERWALK, CROSSMOLINA",Unknown,Mayo,155000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,1,2019,2019-01-18,80.78251551,25698.45272,22,15
"4 Maryville, Dunleer",Unknown,Louth,120000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,11,2010,2010-11-12,94.6730957,24125.49241,22,14
"COOLCARRON, FERMOY, CO CORK",Unknown,Cork,150000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,5,2016,2016-05-10,98.91884037,27690.63863,22,3
"1 RAHEEN COURT, SPRINGFIELD, TALLAGHT",Dublin 24,Dublin,320000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,8,2021,2021-08-06,123.9176757,41522.06589,13,5
"Apartment 54  Leona Block, Honeypark, Dun Laoghaire",Unknown,Dublin,409999.9998,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,5,2018,2018-05-24,122.3417314,37406.12892,22,5
"28 CUIRT CREGG, GALWAY RD, CLIFDEN",Unknown,Galway,187500.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,7,2018,2018-07-05,91.05341986,27839.69069,22,6
"94 Parklands, Youghal",Unknown,Cork,183870.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,21,12,2017,2017-12-21,98.94301186,29293.89683,22,3
"4 THE MALL, TEMPLEMORE, CO TIPPERARY",Unknown,Tipperary,34000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,9,7,2019,2019-07-09,83.31231368,26503.22958,22,21
"12 Martin Grove, Blackhorse Avenue, Dublin 7",Dublin 7,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,9,2010,2010-09-21,114.6838254,29224.81553,19,5
"86 BOTANIC AVE, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,430000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,11,2021,2021-11-12,123.9176757,41522.06589,21,5
"QUARRY HOUSE, BALLAGH DORRAGH, VIRGINIA",Unknown,Cavan,262000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,6,2019,2019-06-20,81.08619761,25795.05977,22,1
"64 PARKVIEW, SWORDS",Unknown,Dublin,181500.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,9,2013,2013-09-20,120.0591077,30843.61949,22,5
"KENDALE, 9 LINDEN GROVE, GROVE AVE",Unknown,Dublin,680000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,3,2016,2016-03-16,121.9729259,34144.23583,22,5
"8 Sycamore Drive, Limerick Road, Ennis",Unknown,Clare,330170.365,No,New Dwelling house /Apartment,Unknown,20,9,2021,2021-09-20,88.94796907,29651.38888,22,2
"25 Greenore Park, Rosslare Harbour",Unknown,Wexford,40000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,12,2012,2012-12-10,86.07816613,22306.87531,22,24
"BELLA, FRENCHPARK, BOYLE",Unknown,Roscommon,90000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,3,2021,2021-03-12,79.78536979,26551.51879,22,19
"1 THE STABLES, BEENBANE, WATERVILLE",Unknown,Kerry,140000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,7,2020,2020-07-17,85.50174849,27883.99729,22,7
